                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.3657,                 1.3452,                 1.3154,                0.44937,                0.56868,                0.55547,                0.34503,                 1.3455,                 1.4546,                 1.3889,              0.0088012,              0.0088012,              0.0088012
                     33,                 1.3314,                 1.2984,                  1.278,                0.63716,                0.57811,                0.62099,                0.38371,                 1.3532,                 1.3728,                 1.4389,              0.0087625,              0.0087625,              0.0087625
                     34,                 1.3218,                 1.2443,                 1.2701,                0.83515,                0.54139,                0.64668,                0.39721,                 1.3894,                 1.2142,                 1.4327,              0.0087238,              0.0087238,              0.0087238
                     35,                 1.3781,                 1.3046,                 1.3318,                0.64263,                0.60413,                0.65346,                0.40238,                 1.3951,                 1.2393,                  1.435,              0.0086852,              0.0086852,              0.0086852
                     36,                 1.3267,                 1.2577,                 1.2974,                0.73779,                0.58962,                0.67285,                0.41724,                 1.3457,                 1.1944,                 1.3911,              0.0086465,              0.0086465,              0.0086465
                     37,                  1.326,                 1.2466,                 1.2976,                0.73788,                0.61876,                0.65847,                 0.4081,                 1.3941,                 1.1627,                 1.4159,              0.0086078,              0.0086078,              0.0086078
                     38,                 1.3475,                 1.2455,                 1.2945,                0.65501,                0.64196,                0.63894,                0.40849,                 1.3773,                 1.1426,                 1.3959,              0.0085691,              0.0085691,              0.0085691
                     39,                 1.3087,                 1.2503,                 1.2865,                0.59948,                0.52262,                0.59685,                 0.3785,                 1.4445,                  1.254,                 1.4948,              0.0085305,              0.0085305,              0.0085305
                     40,                 1.2925,                 1.2047,                 1.2559,                0.70566,                0.66988,                0.69591,                0.44211,                 1.3663,                 1.1238,                 1.3782,              0.0084918,              0.0084918,              0.0084918
                     41,                  1.309,                 1.2172,                 1.2824,                 0.7979,                0.59893,                0.72468,                 0.4427,                    nan,                    nan,                    nan,              0.0084531,              0.0084531,              0.0084531
                     42,                 1.3277,                 1.1832,                 1.2948,                0.74274,                0.60106,                0.67127,                0.41655,                 1.3005,                 1.1087,                 1.3848,              0.0084145,              0.0084145,              0.0084145
                     43,                 1.3073,                  1.203,                 1.2799,                0.78666,                0.58785,                0.66872,                0.43204,                 1.3651,                 1.1268,                 1.3723,              0.0083758,              0.0083758,              0.0083758
                     44,                 1.3098,                 1.1403,                 1.2773,                0.75626,                0.62292,                0.68633,                0.40911,                 1.5551,                 1.1488,                 1.5437,              0.0083371,              0.0083371,              0.0083371
                     45,                 1.3044,                 1.1706,                 1.2719,                0.65435,                0.62747,                0.65971,                 0.4225,                 1.3431,                 1.1502,                 1.3961,              0.0082984,              0.0082984,              0.0082984
                     46,                 1.3067,                 1.1427,                 1.2706,                0.84242,                0.59075,                0.65301,                0.40708,                  1.482,                 1.5754,                 1.4475,              0.0082598,              0.0082598,              0.0082598
                     47,                 1.2765,                 1.1204,                 1.2565,                0.71487,                0.52423,                0.62082,                0.35758,                 1.5379,                 1.2275,                 1.5134,              0.0082211,              0.0082211,              0.0082211
                     48,                  1.294,                 1.1547,                 1.2664,                0.74482,                0.53767,                0.64528,                0.38363,                 1.4955,                 1.1645,                 1.4651,              0.0081824,              0.0081824,              0.0081824
                     49,                 1.2684,                 1.0863,                 1.2501,                0.79251,                0.55248,                  0.671,                0.42572,                 1.3915,                 1.0809,                 1.4084,              0.0081437,              0.0081437,              0.0081437
                     50,                  1.303,                 1.1423,                 1.2651,                0.79961,                0.52244,                0.64717,                0.41742,                 1.2991,                 1.2121,                 1.3744,              0.0081051,              0.0081051,              0.0081051
                     51,                 1.2872,                 1.1338,                 1.2656,                0.86382,                0.58058,                0.69911,                0.44514,                 1.3704,                  1.065,                 1.3927,              0.0080664,              0.0080664,              0.0080664
                     52,                 1.2683,                 1.1113,                 1.2505,                0.73621,                0.61062,                0.64925,                0.40348,                 1.4051,                 1.1794,                 1.4088,              0.0080277,              0.0080277,              0.0080277
                     53,                 1.2897,                 1.1013,                 1.2531,                0.78496,                0.51563,                0.63941,                0.40038,                 1.4106,                 1.7096,                 1.3897,              0.0079891,              0.0079891,              0.0079891
                     54,                 1.2902,                 1.1236,                 1.2724,                0.80083,                0.62757,                0.71326,                0.41832,                 1.5238,                 1.2738,                 1.4826,              0.0079504,              0.0079504,              0.0079504
                     55,                 1.2554,                 1.0908,                 1.2441,                0.71461,                0.61234,                0.66381,                0.42083,                 1.3698,                 1.1433,                 1.4036,              0.0079117,              0.0079117,              0.0079117
                     56,                 1.2459,                 1.0906,                 1.2504,                0.78824,                0.62098,                0.71991,                0.46822,                 1.2937,                 1.0213,                 1.3261,               0.007873,               0.007873,               0.007873
                     57,                  1.215,                 1.0457,                 1.2268,                0.74084,                0.67531,                0.73385,                0.44541,                 1.3854,                 1.0329,                 1.3789,              0.0078344,              0.0078344,              0.0078344
                     58,                 1.2416,                 1.0459,                 1.2368,                0.73588,                0.61776,                0.67978,                0.42429,                 1.3782,                 1.0516,                 1.3949,              0.0077957,              0.0077957,              0.0077957
                     59,                 1.2399,                 1.1003,                 1.2331,                0.73126,                  0.632,                0.68989,                0.44612,                 1.3013,                 1.0147,                 1.3388,               0.007757,               0.007757,               0.007757
                     60,                 1.2524,                 1.0852,                 1.2282,                0.83727,                 0.6017,                0.70075,                 0.4424,                  1.391,                 1.2146,                  1.377,              0.0077184,              0.0077184,              0.0077184
                     61,                 1.2539,                 1.0563,                  1.251,                0.84162,                0.64815,                0.74169,                0.46685,                 1.3848,                0.97574,                 1.3854,              0.0076797,              0.0076797,              0.0076797
                     62,                 1.2527,                 1.0568,                 1.2618,                0.83951,                0.61726,                0.73638,                0.47385,                 1.3744,                 1.0335,                 1.3871,               0.007641,               0.007641,               0.007641
                     63,                 1.2527,                  1.046,                 1.2441,                0.78407,                0.64768,                0.73429,                0.46067,                 1.3614,                 1.0193,                 1.4096,              0.0076023,              0.0076023,              0.0076023
                     64,                 1.2291,                 1.0207,                 1.2201,                0.88979,                0.62272,                 0.7594,                0.48685,                 1.3606,                0.98039,                 1.3896,              0.0075637,              0.0075637,              0.0075637
                     65,                 1.2395,                 1.0553,                 1.2544,                0.85993,                0.62275,                0.74933,                0.46324,                 1.3883,                 1.0094,                 1.3943,               0.007525,               0.007525,               0.007525
                     66,                 1.2347,                 1.0166,                 1.2346,                0.78289,                0.60051,                0.71846,                0.44862,                 1.3141,                 1.1803,                 1.3522,              0.0074863,              0.0074863,              0.0074863
                     67,                  1.218,                 1.0504,                 1.2241,                0.83453,                 0.6648,                0.76457,                0.47494,                 1.3992,                0.99481,                 1.4053,              0.0074477,              0.0074477,              0.0074477
                     68,                 1.2152,                 1.0265,                 1.2345,                0.81734,                0.59655,                0.74054,                0.46064,                  1.408,                 1.0225,                 1.4007,               0.007409,               0.007409,               0.007409
                     69,                 1.2256,                 1.0422,                 1.2257,                0.72927,                0.67067,                0.74917,                0.46776,                 1.2758,                0.99803,                 1.3514,              0.0073703,              0.0073703,              0.0073703
                     70,                 1.2071,                  1.001,                 1.2104,                0.76423,                0.66422,                0.74812,                0.46448,                 1.3338,                0.98452,                 1.3637,              0.0073316,              0.0073316,              0.0073316
                     71,                 1.2087,                 1.0099,                 1.2216,                0.85664,                0.59603,                0.73287,                0.45825,                 1.3964,                  0.956,                 1.4019,               0.007293,               0.007293,               0.007293
                     72,                 1.2199,                 1.0269,                 1.2355,                0.72639,                0.69843,                0.72895,                0.45956,                 1.3396,                0.93399,                 1.3899,              0.0072543,              0.0072543,              0.0072543
                     73,                  1.218,                 1.0335,                  1.229,                0.85721,                0.64496,                0.74063,                0.45575,                    1.4,                 1.0041,                 1.4049,              0.0072156,              0.0072156,              0.0072156
                     74,                 1.2227,                 1.0352,                 1.2317,                0.84893,                0.60587,                 0.7586,                0.48174,                 1.3678,                0.93905,                 1.3904,               0.007177,               0.007177,               0.007177
                     75,                 1.2059,                0.99811,                 1.2223,                0.91555,                0.59279,                0.72726,                0.47114,                 1.3194,                 1.0171,                 1.3444,              0.0071383,              0.0071383,              0.0071383
                     76,                 1.1923,                 1.0109,                  1.214,                 0.8187,                0.68179,                0.76641,                0.49839,                 1.3197,                 1.0092,                 1.3365,              0.0070996,              0.0070996,              0.0070996
                     77,                 1.2109,                0.98058,                 1.2219,                0.82239,                0.64152,                0.74051,                0.49018,                 1.2861,                0.97685,                 1.3415,              0.0070609,              0.0070609,              0.0070609
                     78,                 1.1779,                0.95813,                 1.2114,                0.75225,                0.60764,                0.71702,                0.47037,                 1.3619,                 1.0573,                 1.3832,              0.0070223,              0.0070223,              0.0070223
                     79,                 1.2087,                0.98964,                 1.2387,                0.81931,                0.69774,                0.76549,                0.50314,                 1.2831,                0.93078,                 1.3262,              0.0069836,              0.0069836,              0.0069836
                     80,                 1.2001,                0.96645,                 1.2145,                0.86343,                0.61924,                0.74644,                0.45818,                 1.4266,                  1.031,                 1.4318,              0.0069449,              0.0069449,              0.0069449
                     81,                 1.1784,                 0.9581,                 1.2156,                 0.9007,                0.62496,                0.74949,                0.49513,                 1.3384,                0.94565,                 1.3614,              0.0069063,              0.0069063,              0.0069063
                     82,                 1.1882,                0.94046,                 1.2212,                 0.7511,                0.73835,                0.75907,                0.48201,                 1.3389,                0.95689,                 1.3592,              0.0068676,              0.0068676,              0.0068676
                     83,                 1.1558,                0.93003,                 1.1935,                0.85623,                0.57781,                0.72736,                0.45627,                 1.4216,                  1.047,                 1.4224,              0.0068289,              0.0068289,              0.0068289
                     84,                 1.1384,                0.90806,                 1.1762,                0.86321,                 0.6627,                0.77999,                0.50518,                 1.3531,                0.91962,                 1.3676,              0.0067902,              0.0067902,              0.0067902
                     85,                  1.177,                0.95777,                 1.1985,                0.82563,                0.69687,                0.77257,                 0.4949,                 1.3359,                0.95529,                 1.3491,              0.0067516,              0.0067516,              0.0067516
                     86,                 1.1771,                0.95265,                 1.1972,                0.84169,                0.69753,                0.80309,                0.50583,                 1.2951,                0.95282,                 1.3504,              0.0067129,              0.0067129,              0.0067129
                     87,                 1.1687,                0.96049,                 1.1908,                0.79043,                0.66109,                0.76126,                0.50606,                 1.2778,                0.94075,                 1.3308,              0.0066742,              0.0066742,              0.0066742
                     88,                 1.1692,                0.96017,                 1.1977,                0.87121,                0.64802,                0.74946,                0.47479,                 1.4268,                0.94501,                 1.3919,              0.0066355,              0.0066355,              0.0066355
                     89,                 1.1494,                0.92969,                  1.187,                0.87138,                0.69094,                0.78788,                0.52876,                 1.2852,                0.84294,                 1.3242,              0.0065969,              0.0065969,              0.0065969
                     90,                 1.1357,                0.90071,                 1.1744,                0.88136,                0.65416,                0.76248,                 0.5006,                  1.311,                0.92305,                 1.3386,              0.0065582,              0.0065582,              0.0065582
                     91,                 1.1602,                0.91969,                 1.1805,                0.90209,                0.66007,                0.76555,                0.50918,                 1.3011,                0.92621,                 1.3226,              0.0065195,              0.0065195,              0.0065195
                     92,                 1.1599,                0.91154,                  1.176,                0.86741,                0.63887,                0.74088,                0.47983,                 1.3904,                0.96023,                 1.3728,              0.0064809,              0.0064809,              0.0064809
                     93,                 1.1417,                0.90593,                 1.1807,                0.81557,                0.70373,                0.77694,                0.51358,                 1.3297,                0.93348,                 1.3433,              0.0064422,              0.0064422,              0.0064422
                     94,                 1.1184,                0.91572,                  1.177,                0.84656,                0.67901,                 0.7734,                0.51525,                 1.2621,                0.89105,                 1.3202,              0.0064035,              0.0064035,              0.0064035
                     95,                 1.1468,                0.91617,                 1.1717,                0.88575,                0.63492,                0.73899,                0.45881,                 1.3727,                0.92645,                 1.4142,              0.0063648,              0.0063648,              0.0063648
                     96,                 1.1414,                0.89266,                 1.1778,                0.85512,                0.68689,                0.76052,                0.49867,                 1.2994,                0.90089,                 1.3702,              0.0063262,              0.0063262,              0.0063262
                     97,                 1.1583,                0.94285,                 1.1935,                0.86288,                0.66349,                0.76095,                0.49032,                 1.3616,                0.94947,                 1.3677,              0.0062875,              0.0062875,              0.0062875
                     98,                 1.1271,                0.90666,                 1.1894,                0.90434,                0.63337,                0.75633,                  0.504,                 1.2679,                 1.0477,                 1.3263,              0.0062488,              0.0062488,              0.0062488
                     99,                 1.1512,                0.91913,                   1.19,                0.83061,                0.67243,                0.75941,                0.50353,                 1.3321,                0.96325,                 1.3558,              0.0062102,              0.0062102,              0.0062102
                    100,                 1.1435,                0.92291,                 1.1847,                0.83365,                0.64103,                0.73518,                0.46231,                 1.3841,                0.95001,                 1.3818,              0.0061715,              0.0061715,              0.0061715
                    101,                   1.14,                0.91718,                 1.1707,                0.86863,                0.70001,                0.76842,                0.51303,                 1.2504,                0.90313,                 1.3296,              0.0061328,              0.0061328,              0.0061328
                    102,                 1.1283,                0.92919,                 1.1783,                0.90098,                0.65941,                0.76749,                0.50755,                 1.2776,                0.90178,                 1.3383,              0.0060941,              0.0060941,              0.0060941
                    103,                 1.1352,                0.93108,                 1.1906,                0.87038,                0.63069,                0.74725,                 0.4924,                 1.2675,                0.95274,                 1.3278,              0.0060555,              0.0060555,              0.0060555
                    104,                 1.1024,                 0.8683,                 1.1531,                0.84393,                0.68609,                0.75738,                0.49288,                 1.3177,                0.86102,                 1.3505,              0.0060168,              0.0060168,              0.0060168
                    105,                 1.1099,                0.83789,                 1.1533,                0.90707,                0.64432,                0.79001,                0.50485,                 1.3148,                0.85288,                 1.3248,              0.0059781,              0.0059781,              0.0059781
                    106,                 1.1059,                0.84152,                 1.1576,                0.83456,                0.69901,                0.78427,                0.48906,                 1.4061,                0.90544,                 1.4152,              0.0059395,              0.0059395,              0.0059395
                    107,                 1.1516,                0.90514,                 1.1839,                0.87401,                0.67148,                0.79798,                0.51399,                 1.3327,                0.86633,                 1.3566,              0.0059008,              0.0059008,              0.0059008
                    108,                 1.0978,                0.87028,                 1.1675,                 0.9086,                0.69488,                0.80048,                0.53732,                 1.2269,                0.82392,                 1.2972,              0.0058621,              0.0058621,              0.0058621
                    109,                 1.1108,                0.86293,                 1.1559,                0.87099,                0.71837,                0.81683,                0.54243,                 1.2562,                0.78091,                  1.314,              0.0058234,              0.0058234,              0.0058234
                    110,                 1.0852,                0.84691,                 1.1442,                0.88943,                 0.6791,                0.77621,                0.52568,                 1.2461,                0.88078,                 1.3142,              0.0057848,              0.0057848,              0.0057848
                    111,                 1.1096,                0.88395,                 1.1764,                0.83452,                 0.7285,                0.81157,                0.53261,                 1.2809,                0.82741,                 1.3221,              0.0057461,              0.0057461,              0.0057461
                    112,                  1.086,                 0.8358,                 1.1432,                0.80247,                0.69505,                0.77546,                0.50823,                 1.2493,                 0.8653,                 1.3227,              0.0057074,              0.0057074,              0.0057074
                    113,                 1.1127,                0.85224,                 1.1762,                 0.7713,                0.74257,                0.80335,                 0.5359,                 1.2503,                0.82788,                 1.3078,              0.0056688,              0.0056688,              0.0056688
                    114,                 1.0664,                  0.831,                 1.1426,                0.91033,                0.66866,                0.78383,                0.51168,                 1.2701,                0.89551,                 1.3228,              0.0056301,              0.0056301,              0.0056301
                    115,                 1.0561,                0.81529,                 1.1494,                0.88007,                0.67918,                0.79037,                0.53556,                 1.2422,                0.82058,                 1.2933,              0.0055914,              0.0055914,              0.0055914
                    116,                 1.0758,                0.82166,                 1.1358,                 0.8514,                0.71738,                0.78559,                0.52085,                 1.3006,                0.85592,                 1.3346,              0.0055527,              0.0055527,              0.0055527
                    117,                 1.0961,                0.82807,                 1.1452,                0.82488,                0.68105,                0.78656,                0.49403,                 1.3388,                0.88177,                 1.3694,              0.0055141,              0.0055141,              0.0055141
                    118,                 1.0705,                0.81398,                 1.1269,                0.88238,                0.69653,                0.79564,                0.52429,                 1.2823,                0.83783,                 1.3183,              0.0054754,              0.0054754,              0.0054754
                    119,                 1.0794,                0.84311,                 1.1503,                0.84502,                0.70924,                0.80509,                0.54152,                 1.2841,                0.86703,                 1.3199,              0.0054367,              0.0054367,              0.0054367
                    120,                 1.0705,                0.85587,                 1.1439,                0.91886,                0.67025,                0.79545,                0.52688,                 1.2864,                0.84959,                 1.3356,               0.005398,               0.005398,               0.005398
                    121,                 1.0722,                0.81699,                 1.1391,                0.89012,                0.70833,                0.80029,                0.54066,                 1.2432,                0.80293,                 1.2687,              0.0053594,              0.0053594,              0.0053594
                    122,                  1.066,                0.80515,                 1.1277,                0.86967,                0.70888,                0.82786,                0.55581,                 1.2273,                0.83396,                 1.2899,              0.0053207,              0.0053207,              0.0053207
                    123,                 1.0658,                0.81542,                 1.1431,                0.74947,                0.73964,                0.80746,                0.54665,                 1.2188,                0.80272,                 1.3045,               0.005282,               0.005282,               0.005282
                    124,                 1.0865,                0.81692,                 1.1564,                0.81862,                0.67605,                0.76499,                0.51561,                 1.3096,                0.82765,                 1.3318,              0.0052434,              0.0052434,              0.0052434
                    125,                 1.0599,                0.81384,                 1.1338,                0.91121,                 0.6332,                0.78803,                 0.5262,                 1.3037,                0.86331,                 1.3321,              0.0052047,              0.0052047,              0.0052047
                    126,                 1.0603,                0.80027,                 1.1424,                0.82438,                0.66595,                0.78078,                0.51377,                 1.2754,                0.83243,                 1.3382,               0.005166,               0.005166,               0.005166
                    127,                  1.062,                0.81231,                 1.1413,                0.93254,                0.65473,                0.80964,                0.51866,                 1.3707,                0.87396,                 1.3819,              0.0051273,              0.0051273,              0.0051273
                    128,                 1.0593,                0.80263,                 1.1286,                0.93521,                0.69446,                0.80431,                0.55103,                  1.232,                0.79702,                 1.3103,              0.0050887,              0.0050887,              0.0050887
                    129,                 1.0673,                  0.779,                 1.1452,                 0.8655,                0.68251,                0.77985,                0.52584,                  1.247,                0.92418,                 1.3189,                0.00505,                0.00505,                0.00505
                    130,                 1.0584,                0.79792,                 1.1424,                0.85122,                0.68313,                0.79082,                0.53091,                 1.3123,                0.81241,                 1.3333,              0.0050113,              0.0050113,              0.0050113
                    131,                 1.0606,                 0.8432,                 1.1453,                0.87679,                0.67232,                0.79948,                0.53284,                 1.3101,                0.82915,                 1.3497,              0.0049727,              0.0049727,              0.0049727
                    132,                 1.0336,                0.80043,                 1.1197,                0.85876,                0.68732,                0.80555,                 0.5284,                 1.3198,                 0.8201,                 1.3589,               0.004934,               0.004934,               0.004934
                    133,                  1.061,                0.78263,                 1.1505,                0.83832,                0.75379,                0.82079,                0.54726,                 1.2629,                0.76148,                 1.3353,              0.0048953,              0.0048953,              0.0048953
                    134,                 1.0343,                0.77858,                 1.1534,                0.84181,                0.73684,                 0.8135,                0.54846,                 1.2994,                0.78793,                 1.3373,              0.0048566,              0.0048566,              0.0048566
                    135,                 1.0581,                0.78181,                 1.1273,                0.80275,                0.73472,                0.82095,                0.55154,                 1.3005,                0.80501,                 1.3319,               0.004818,               0.004818,               0.004818
                    136,                  1.055,                0.79279,                 1.1291,                0.86278,                0.70979,                0.80866,                0.52915,                 1.3015,                0.83557,                 1.3433,              0.0047793,              0.0047793,              0.0047793
                    137,                 1.0354,                 0.8095,                 1.1304,                0.90841,                 0.7109,                0.82071,                0.55041,                 1.2596,                0.78423,                 1.3125,              0.0047406,              0.0047406,              0.0047406
                    138,                 1.0215,                0.75101,                 1.1216,                0.90688,                0.70774,                0.79681,                0.51397,                 1.4111,                0.83938,                 1.3893,               0.004702,               0.004702,               0.004702
                    139,                 1.0081,                0.75649,                 1.1133,                0.91773,                0.72777,                0.83544,                0.55505,                  1.269,                0.77948,                 1.3092,              0.0046633,              0.0046633,              0.0046633
                    140,                 1.0298,                0.76821,                 1.1206,                0.94715,                0.69614,                0.83869,                0.55841,                 1.2811,                0.78457,                 1.3198,              0.0046246,              0.0046246,              0.0046246
                    141,                 1.0294,                0.75827,                 1.1183,                0.88465,                0.71195,                0.82118,                0.56276,                 1.2521,                0.76555,                 1.3185,              0.0045859,              0.0045859,              0.0045859
                    142,                 1.0338,                0.77529,                 1.1259,                0.83977,                0.70863,                0.79664,                0.53558,                 1.3264,                 0.8149,                 1.3739,              0.0045473,              0.0045473,              0.0045473
                    143,                 1.0087,                0.74742,                 1.1082,                0.85282,                0.71997,                0.82394,                 0.5631,                 1.2578,                0.78087,                 1.3096,              0.0045086,              0.0045086,              0.0045086
                    144,                 1.0131,                0.74109,                 1.1099,                0.87069,                0.71973,                0.83122,                0.55582,                 1.2769,                0.76961,                 1.3278,              0.0044699,              0.0044699,              0.0044699
                    145,                 1.0103,                0.76401,                 1.1203,                0.91705,                 0.6597,                0.81854,                0.52932,                 1.3251,                0.80891,                 1.3425,              0.0044313,              0.0044313,              0.0044313
                    146,                 0.9841,                0.73879,                 1.0978,                 0.8987,                0.74025,                0.83205,                0.55293,                 1.2859,                0.76309,                 1.3277,              0.0043926,              0.0043926,              0.0043926
                    147,                0.99855,                0.73018,                 1.1147,                0.94004,                0.65032,                0.81051,                0.55235,                 1.2893,                0.83773,                 1.3196,              0.0043539,              0.0043539,              0.0043539
                    148,                 1.0083,                0.73986,                 1.1093,                0.91613,                0.72473,                0.82732,                0.54995,                 1.3305,                0.79151,                 1.3561,              0.0043152,              0.0043152,              0.0043152
                    149,                0.98209,                0.72065,                 1.0972,                0.88965,                0.68839,                0.80431,                0.53269,                 1.3361,                0.81023,                 1.3454,              0.0042766,              0.0042766,              0.0042766
                    150,                 1.0023,                0.71881,                 1.1002,                0.90927,                 0.6936,                0.83028,                0.56299,                 1.2701,                0.76162,                 1.3113,              0.0042379,              0.0042379,              0.0042379
                    151,                0.99827,                0.72521,                 1.0968,                0.85497,                0.75185,                0.84068,                0.56037,                  1.247,                0.74954,                 1.3109,              0.0041992,              0.0041992,              0.0041992
                    152,                 1.0092,                  0.745,                 1.0994,                0.88087,                0.72716,                 0.8426,                0.56924,                 1.2812,                0.77006,                 1.3163,              0.0041605,              0.0041605,              0.0041605
