                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    302,                0.98382,                0.74157,                 1.1112,                0.90529,                0.68734,                0.81122,                0.55041,                 1.2436,                0.74975,                 1.3136,              0.0070899,              0.0070899,              0.0070899
                    303,                0.97065,                0.71413,                 1.0974,                0.77667,                0.80889,                0.85061,                0.58339,                 1.2082,                0.69469,                  1.294,              0.0070803,              0.0070803,              0.0070803
                    304,                0.94956,                0.67841,                 1.0851,                  0.856,                0.81714,                0.85699,                0.59369,                 1.2058,                0.70675,                 1.2879,              0.0070706,              0.0070706,              0.0070706
                    305,                0.95715,                0.70939,                 1.0867,                0.80022,                0.77311,                0.83389,                0.56979,                 1.2175,                0.73336,                 1.2863,              0.0070609,              0.0070609,              0.0070609
                    306,                 0.9637,                0.69773,                 1.1013,                0.88869,                0.71357,                0.82004,                0.55585,                 1.2352,                0.71293,                 1.3031,              0.0070513,              0.0070513,              0.0070513
                    307,                0.96317,                0.69885,                 1.0979,                0.91521,                 0.7089,                0.84688,                0.57931,                 1.1986,                0.67123,                 1.2939,              0.0070416,              0.0070416,              0.0070416
                    308,                0.95851,                0.72128,                 1.0993,                0.90611,                 0.6857,                 0.8126,                0.55435,                 1.2025,                0.72561,                 1.3098,              0.0070319,              0.0070319,              0.0070319
                    309,                 0.9802,                 0.7218,                 1.0967,                0.91719,                0.68805,                0.81637,                0.56233,                 1.1846,                 0.7414,                 1.2995,              0.0070223,              0.0070223,              0.0070223
                    310,                0.97111,                 0.7135,                 1.1004,                0.89076,                0.69901,                0.82025,                  0.572,                 1.1892,                0.70896,                 1.2985,              0.0070126,              0.0070126,              0.0070126
                    311,                0.94306,                 0.7038,                 1.0718,                0.92947,                  0.669,                0.82099,                0.58102,                 1.1786,                0.73807,                 1.2727,              0.0070029,              0.0070029,              0.0070029
                    312,                0.96178,                0.72725,                 1.0963,                0.92449,                0.70903,                0.81214,                0.57686,                  1.156,                0.73784,                 1.2632,              0.0069933,              0.0069933,              0.0069933
                    313,                0.95613,                0.69339,                 1.0867,                0.88665,                0.72645,                0.82975,                0.57938,                 1.1923,                0.72935,                 1.2967,              0.0069836,              0.0069836,              0.0069836
                    314,                0.96262,                0.72694,                 1.0881,                0.87204,                0.73407,                0.83012,                0.56894,                 1.1803,                0.75652,                  1.272,              0.0069739,              0.0069739,              0.0069739
                    315,                0.95492,                0.70736,                  1.084,                0.85974,                0.72056,                0.82977,                0.56878,                 1.1769,                0.71768,                 1.2711,              0.0069643,              0.0069643,              0.0069643
                    316,                0.96266,                0.73504,                 1.1044,                0.87158,                0.73143,                0.81422,                0.57216,                 1.1809,                 0.7322,                 1.2788,              0.0069546,              0.0069546,              0.0069546
                    317,                 0.9582,                0.70823,                 1.0958,                0.91027,                0.68137,                0.82871,                0.56804,                 1.1881,                0.72665,                 1.2944,              0.0069449,              0.0069449,              0.0069449
                    318,                0.93782,                0.73823,                 1.0946,                0.86627,                0.70496,                0.80912,                0.55982,                 1.1688,                0.70406,                 1.2902,              0.0069353,              0.0069353,              0.0069353
                    319,                0.93901,                0.68106,                 1.0771,                0.84629,                0.65315,                0.77879,                  0.526,                 1.2045,                0.72517,                 1.2952,              0.0069256,              0.0069256,              0.0069256
                    320,                0.96578,                0.70066,                 1.0847,                0.80907,                0.71495,                 0.8018,                0.56139,                 1.2135,                0.77346,                 1.2885,              0.0069159,              0.0069159,              0.0069159
                    321,                0.96101,                0.69538,                 1.0787,                0.83984,                0.73879,                0.79796,                0.55261,                 1.2426,                0.75598,                  1.302,              0.0069063,              0.0069063,              0.0069063
                    322,                0.97456,                0.69416,                  1.091,                0.84774,                0.72832,                0.81422,                0.56651,                 1.2143,                0.77482,                 1.3061,              0.0068966,              0.0068966,              0.0068966
                    323,                0.90919,                0.67675,                 1.0725,                0.84938,                0.76926,                0.83673,                0.56753,                 1.1952,                0.71356,                  1.297,              0.0068869,              0.0068869,              0.0068869
                    324,                0.93157,                 0.6719,                 1.0688,                0.93057,                0.72836,                0.81905,                0.56944,                 1.1799,                0.70738,                 1.2702,              0.0068772,              0.0068772,              0.0068772
                    325,                0.91724,                0.67813,                 1.0735,                0.86927,                 0.7267,                0.83034,                0.56901,                 1.2114,                0.71359,                 1.2934,              0.0068676,              0.0068676,              0.0068676
                    326,                0.94009,                0.73316,                 1.0927,                0.90966,                 0.7044,                0.82461,                0.55398,                 1.1889,                0.69995,                 1.2806,              0.0068579,              0.0068579,              0.0068579
                    327,                0.92686,                0.69214,                  1.075,                0.89547,                0.71248,                0.82714,                0.56353,                 1.1902,                0.69544,                 1.2671,              0.0068482,              0.0068482,              0.0068482
                    328,                0.96168,                0.71369,                 1.0893,                0.84344,                0.75408,                0.82337,                0.57212,                 1.1715,                0.70529,                 1.2589,              0.0068386,              0.0068386,              0.0068386
                    329,                 0.9472,                0.68849,                 1.0896,                0.87904,                0.76273,                0.86172,                0.60628,                 1.1464,                0.66329,                 1.2563,              0.0068289,              0.0068289,              0.0068289
                    330,                0.94634,                0.67635,                 1.0865,                0.91365,                0.73164,                0.84469,                0.59836,                 1.1619,                0.70076,                 1.2593,              0.0068192,              0.0068192,              0.0068192
                    331,                0.94517,                0.69983,                 1.0874,                0.86696,                0.70825,                 0.8259,                0.58962,                 1.1519,                0.70157,                 1.2574,              0.0068096,              0.0068096,              0.0068096
                    332,                0.95098,                0.70164,                 1.0851,                0.90177,                0.67364,                0.81583,                  0.563,                 1.2079,                0.72578,                   1.28,              0.0067999,              0.0067999,              0.0067999
                    333,                0.93903,                0.71177,                 1.0788,                0.91186,                0.67648,                 0.7995,                 0.5514,                 1.2159,                0.72349,                 1.2941,              0.0067902,              0.0067902,              0.0067902
                    334,                0.93724,                 0.6955,                 1.0782,                0.94704,                0.68385,                0.83712,                0.57854,                 1.2008,                0.69157,                 1.2894,              0.0067806,              0.0067806,              0.0067806
                    335,                0.94022,                0.69769,                 1.0823,                0.88812,                0.70706,                 0.8513,                 0.5883,                 1.2145,                0.70065,                 1.2765,              0.0067709,              0.0067709,              0.0067709
                    336,                 0.9196,                0.70551,                 1.0716,                0.90397,                0.68023,                0.83058,                0.58755,                 1.2083,                0.72604,                 1.2756,              0.0067612,              0.0067612,              0.0067612
                    337,                0.93822,                0.70546,                 1.0767,                0.85699,                0.77678,                0.84323,                0.58518,                 1.1875,                0.70434,                  1.284,              0.0067516,              0.0067516,              0.0067516
                    338,                0.92736,                0.68184,                  1.073,                0.84939,                0.79366,                0.85198,                0.58534,                 1.1934,                0.67318,                 1.2951,              0.0067419,              0.0067419,              0.0067419
                    339,                0.93901,                0.69314,                  1.086,                0.87579,                0.73535,                0.82765,                0.57175,                 1.2116,                0.70702,                 1.2991,              0.0067322,              0.0067322,              0.0067322
                    340,                0.91759,                0.68843,                 1.0791,                0.86852,                0.69961,                0.79106,                0.54856,                 1.2513,                0.77438,                 1.3137,              0.0067226,              0.0067226,              0.0067226
                    341,                0.93072,                0.68327,                 1.0714,                0.88789,                0.68425,                 0.8099,                0.55336,                 1.2076,                0.74942,                 1.2984,              0.0067129,              0.0067129,              0.0067129
                    342,                0.94455,                0.69241,                 1.0829,                0.89267,                 0.7158,                0.81802,                0.55443,                 1.1945,                0.70533,                 1.2906,              0.0067032,              0.0067032,              0.0067032
                    343,                0.94403,                0.69011,                 1.0773,                 0.8995,                0.68419,                0.81872,                0.56806,                 1.1884,                0.72612,                 1.2805,              0.0066936,              0.0066936,              0.0066936
                    344,                  0.902,                0.67474,                   1.07,                0.87399,                0.73767,                0.82253,                0.57143,                 1.1816,                0.72839,                 1.2891,              0.0066839,              0.0066839,              0.0066839
                    345,                0.91126,                0.64668,                 1.0626,                0.84646,                0.73673,                0.82825,                0.57995,                 1.1708,                0.70478,                 1.2786,              0.0066742,              0.0066742,              0.0066742
                    346,                0.92464,                0.71269,                  1.082,                0.88037,                0.67998,                0.81199,                0.56387,                 1.2009,                0.74227,                 1.2894,              0.0066646,              0.0066646,              0.0066646
                    347,                0.92208,                0.69908,                 1.0811,                0.80908,                 0.7683,                0.84596,                0.58251,                 1.1821,                0.68822,                 1.2848,              0.0066549,              0.0066549,              0.0066549
                    348,                0.90869,                0.69993,                 1.0711,                0.81878,                0.79663,                0.85621,                0.58431,                 1.2096,                0.70218,                 1.2994,              0.0066452,              0.0066452,              0.0066452
                    349,                 0.9072,                0.68855,                 1.0699,                0.80946,                0.71491,                0.80376,                0.56691,                 1.1888,                0.74379,                 1.2857,              0.0066355,              0.0066355,              0.0066355
                    350,                 0.9486,                0.70469,                 1.0879,                0.81578,                0.73155,                0.81603,                0.56526,                 1.1742,                0.77863,                 1.2805,              0.0066259,              0.0066259,              0.0066259
                    351,                0.91868,                0.67071,                 1.0714,                0.86803,                0.71257,                0.83555,                0.56809,                 1.1916,                0.73286,                 1.2834,              0.0066162,              0.0066162,              0.0066162
                    352,                0.91902,                0.68679,                 1.0707,                0.86381,                0.72669,                   0.84,                0.57014,                 1.2051,                0.73357,                 1.2812,              0.0066065,              0.0066065,              0.0066065
                    353,                0.91733,                0.66313,                 1.0692,                0.87426,                 0.7009,                0.82659,                0.56674,                 1.2086,                0.71814,                  1.292,              0.0065969,              0.0065969,              0.0065969
                    354,                 0.9029,                 0.6681,                 1.0527,                0.90738,                0.66504,                 0.8224,                0.56134,                 1.2194,                0.73821,                 1.3098,              0.0065872,              0.0065872,              0.0065872
                    355,                0.91897,                0.66158,                 1.0684,                0.92824,                0.70398,                0.82626,                0.56885,                 1.2031,                 0.7245,                 1.3069,              0.0065775,              0.0065775,              0.0065775
                    356,                0.91452,                0.68218,                 1.0677,                0.88509,                0.70437,                 0.8143,                0.55618,                 1.2105,                0.74498,                 1.3099,              0.0065679,              0.0065679,              0.0065679
                    357,                0.89422,                  0.668,                 1.0498,                0.86885,                0.70843,                  0.834,                0.57951,                  1.223,                0.72504,                 1.3113,              0.0065582,              0.0065582,              0.0065582
                    358,                0.90378,                0.64828,                 1.0525,                0.85687,                0.73611,                0.84765,                0.58719,                 1.1969,                0.70568,                 1.2915,              0.0065485,              0.0065485,              0.0065485
                    359,                0.89915,                0.64632,                 1.0674,                0.88045,                0.74652,                0.85073,                0.59797,                 1.1456,                0.68173,                 1.2713,              0.0065389,              0.0065389,              0.0065389
                    360,                 0.9311,                0.67199,                 1.0667,                0.81255,                0.78006,                0.84726,                0.59502,                 1.1443,                 0.6789,                 1.2725,              0.0065292,              0.0065292,              0.0065292
                    361,                0.92374,                 0.6633,                 1.0822,                 0.8604,                0.73625,                0.82509,                0.57624,                 1.1931,                0.72772,                 1.2883,              0.0065195,              0.0065195,              0.0065195
                    362,                 0.9449,                0.69465,                 1.0907,                0.83265,                0.72394,                0.81707,                0.57089,                 1.1805,                0.72154,                 1.2868,              0.0065099,              0.0065099,              0.0065099
                    363,                 0.8905,                0.67127,                 1.0532,                0.86114,                 0.7022,                0.82217,                0.57476,                 1.1662,                0.69889,                 1.2786,              0.0065002,              0.0065002,              0.0065002
                    364,                0.90844,                0.67685,                 1.0624,                0.85841,                0.72885,                0.83782,                0.56762,                 1.2039,                0.69049,                 1.2875,              0.0064905,              0.0064905,              0.0064905
                    365,                0.92669,                0.69862,                 1.0664,                0.82915,                0.73211,                0.83699,                0.55892,                 1.1854,                0.69434,                  1.288,              0.0064809,              0.0064809,              0.0064809
                    366,                0.89553,                0.64158,                 1.0533,                 0.8099,                0.79534,                0.83262,                0.55755,                 1.2107,                0.68477,                 1.3035,              0.0064712,              0.0064712,              0.0064712
                    367,                0.91014,                0.69689,                 1.0753,                0.81008,                0.79384,                0.84261,                0.56749,                 1.1925,                0.71002,                 1.2937,              0.0064615,              0.0064615,              0.0064615
                    368,                 0.9048,                0.66584,                 1.0694,                0.85411,                0.74652,                0.82613,                0.56769,                 1.1991,                0.69859,                 1.2899,              0.0064519,              0.0064519,              0.0064519
                    369,                0.91141,                0.68376,                 1.0603,                0.90553,                0.72716,                 0.8379,                 0.5801,                  1.195,                0.72474,                 1.2893,              0.0064422,              0.0064422,              0.0064422
                    370,                0.91333,                0.65743,                 1.0671,                0.85141,                0.72195,                0.82834,                0.56782,                 1.1846,                  0.712,                  1.275,              0.0064325,              0.0064325,              0.0064325
                    371,                 0.9164,                0.68098,                 1.0649,                 0.8927,                 0.6868,                 0.8156,                0.56265,                 1.1987,                0.72951,                 1.2859,              0.0064229,              0.0064229,              0.0064229
                    372,                0.90352,                0.67014,                 1.0663,                0.86516,                0.70733,                0.81774,                 0.5768,                 1.1701,                0.69363,                 1.2621,              0.0064132,              0.0064132,              0.0064132
                    373,                 0.9022,                0.69491,                 1.0625,                0.90924,                0.69048,                 0.8067,                0.57224,                 1.1335,                0.72485,                 1.2504,              0.0064035,              0.0064035,              0.0064035
                    374,                0.91688,                0.66073,                 1.0563,                0.92655,                0.68866,                0.79513,                 0.5659,                 1.1759,                0.78067,                 1.2732,              0.0063938,              0.0063938,              0.0063938
                    375,                0.93637,                0.69639,                 1.0796,                0.85746,                0.69356,                0.81622,                0.57808,                 1.1456,                0.71412,                 1.2589,              0.0063842,              0.0063842,              0.0063842
                    376,                0.89806,                0.66061,                 1.0428,                0.87802,                0.70371,                0.82326,                0.57658,                  1.151,                0.69165,                 1.2747,              0.0063745,              0.0063745,              0.0063745
                    377,                0.90495,                0.66297,                 1.0573,                0.83957,                0.74701,                0.83536,                0.58634,                 1.1527,                0.68368,                 1.2703,              0.0063648,              0.0063648,              0.0063648
                    378,                0.89258,                0.63899,                 1.0523,                0.82289,                0.77534,                0.83994,                0.58949,                 1.1386,                 0.6782,                 1.2686,              0.0063552,              0.0063552,              0.0063552
                    379,                 0.8966,                0.64163,                 1.0528,                 0.8497,                0.73341,                0.82156,                0.56283,                 1.1458,                0.68847,                 1.2738,              0.0063455,              0.0063455,              0.0063455
