                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 1.0999,                0.88186,                  1.181,                0.84117,                0.70342,                0.78411,                0.51014,                 1.3299,                0.88875,                 1.3665,              0.0086078,              0.0086078,              0.0086078
                    146,                 1.1009,                0.88142,                 1.1674,                0.83994,                0.64935,                0.76062,                0.50211,                  1.274,                0.89178,                 1.3527,              0.0085981,              0.0085981,              0.0085981
                    147,                 1.0828,                0.85613,                 1.1721,                0.81696,                0.67119,                0.77959,                0.52249,                 1.3149,                0.86871,                 1.3512,              0.0085885,              0.0085885,              0.0085885
                    148,                  1.105,                0.85306,                 1.1744,                0.83384,                0.67986,                0.79134,                0.52056,                 1.2457,                0.86774,                 1.3351,              0.0085788,              0.0085788,              0.0085788
                    149,                 1.0773,                 0.8567,                 1.1652,                0.86616,                 0.7057,                0.77824,                0.53118,                 1.3221,                0.93477,                 1.3678,              0.0085691,              0.0085691,              0.0085691
                    150,                 1.1052,                0.81655,                 1.1646,                0.79833,                0.65428,                0.75554,                  0.496,                 1.2999,                0.85777,                 1.3321,              0.0085595,              0.0085595,              0.0085595
                    151,                 1.0875,                 0.8528,                 1.1522,                0.86121,                0.66315,                 0.7707,                0.50643,                 1.2969,                0.90568,                 1.3285,              0.0085498,              0.0085498,              0.0085498
                    152,                 1.0981,                0.86254,                 1.1616,                0.84813,                0.68883,                0.79317,                0.52493,                 1.2125,                0.85733,                 1.3209,              0.0085401,              0.0085401,              0.0085401
                    153,                 1.1012,                 0.8737,                 1.1769,                0.84699,                0.65663,                0.77167,                0.49908,                 1.2637,                0.88499,                 1.3464,              0.0085305,              0.0085305,              0.0085305
                    154,                  1.092,                0.86877,                 1.1672,                 0.8018,                0.65936,                0.75904,                0.49581,                 1.2382,                0.86393,                 1.3357,              0.0085208,              0.0085208,              0.0085208
                    155,                 1.1243,                 0.9093,                 1.1669,                0.90129,                0.66165,                0.77653,                0.52762,                 1.2664,                0.84333,                 1.3391,              0.0085111,              0.0085111,              0.0085111
                    156,                 1.1094,                0.87743,                 1.1766,                 0.8412,                0.70177,                0.79138,                0.52308,                  1.215,                0.79459,                 1.3262,              0.0085015,              0.0085015,              0.0085015
                    157,                 1.1089,                0.86326,                 1.1706,                0.90782,                0.64777,                0.77352,                0.51383,                 1.3155,                0.85808,                 1.3458,              0.0084918,              0.0084918,              0.0084918
                    158,                  1.116,                0.86795,                 1.1718,                0.80417,                0.65533,                0.72511,                0.47982,                 1.2779,                 0.9895,                 1.3387,              0.0084821,              0.0084821,              0.0084821
                    159,                  1.107,                0.85972,                 1.1602,                0.84169,                0.70863,                 0.7692,                0.51127,                 1.2617,                0.88185,                 1.3261,              0.0084725,              0.0084725,              0.0084725
                    160,                 1.0957,                0.82809,                 1.1511,                0.81406,                0.69624,                0.78694,                0.51792,                 1.2538,                0.82553,                 1.3348,              0.0084628,              0.0084628,              0.0084628
                    161,                 1.1062,                0.89049,                  1.182,                0.78936,                0.72543,                0.79075,                0.51589,                 1.2737,                0.81056,                 1.3298,              0.0084531,              0.0084531,              0.0084531
                    162,                 1.0671,                 0.8398,                 1.1598,                0.83352,                0.68529,                0.76255,                0.49205,                 1.3031,                0.82659,                 1.3329,              0.0084435,              0.0084435,              0.0084435
                    163,                 1.1121,                0.85837,                 1.1711,                0.82162,                0.66202,                0.77156,                 0.5094,                 1.3135,                0.85644,                 1.3451,              0.0084338,              0.0084338,              0.0084338
                    164,                  1.124,                0.87276,                 1.1817,                0.85282,                0.68024,                0.78869,                 0.5148,                 1.3384,                0.84218,                 1.3762,              0.0084241,              0.0084241,              0.0084241
                    165,                 1.0926,                0.85577,                 1.1663,                0.90179,                 0.6474,                0.76787,                0.50693,                 1.2989,                0.87826,                 1.3441,              0.0084145,              0.0084145,              0.0084145
                    166,                 1.0703,                0.84091,                 1.1491,                0.85064,                0.71705,                0.79529,                0.51016,                 1.2773,                0.84412,                 1.3357,              0.0084048,              0.0084048,              0.0084048
                    167,                 1.0786,                0.84685,                  1.152,                0.76497,                0.73557,                0.79908,                0.51166,                  1.329,                0.84119,                 1.3376,              0.0083951,              0.0083951,              0.0083951
                    168,                 1.0864,                0.83547,                 1.1614,                0.84983,                0.70138,                0.80761,                0.52804,                  1.249,                0.83833,                 1.3359,              0.0083854,              0.0083854,              0.0083854
                    169,                 1.0659,                0.81121,                 1.1488,                0.76769,                0.73836,                0.77593,                0.51078,                 1.2658,                0.85586,                 1.3293,              0.0083758,              0.0083758,              0.0083758
                    170,                 1.0856,                0.83474,                 1.1623,                0.81021,                0.65303,                 0.7595,                0.52113,                 1.2511,                0.88615,                 1.3119,              0.0083661,              0.0083661,              0.0083661
                    171,                 1.0948,                0.85221,                 1.1441,                0.86374,                0.72562,                0.79506,                0.52102,                 1.3822,                0.82339,                 1.3672,              0.0083564,              0.0083564,              0.0083564
                    172,                 1.0807,                 0.8621,                 1.1623,                0.86407,                0.69729,                 0.7768,                0.49536,                 1.3476,                0.90501,                 1.3828,              0.0083468,              0.0083468,              0.0083468
                    173,                 1.0772,                0.83199,                 1.1705,                0.89216,                0.65912,                  0.774,                0.51733,                 1.2646,                0.83512,                 1.3291,              0.0083371,              0.0083371,              0.0083371
                    174,                 1.0786,                0.83695,                 1.1575,                0.80619,                 0.6776,                0.77242,                0.52072,                  1.241,                  0.859,                 1.3128,              0.0083274,              0.0083274,              0.0083274
                    175,                 1.0578,                 0.8316,                 1.1501,                0.90621,                0.70504,                0.81482,                0.55114,                 1.2445,                0.80006,                 1.3016,              0.0083178,              0.0083178,              0.0083178
                    176,                 1.0927,                0.85685,                 1.1588,                0.78895,                0.69823,                0.76163,                0.51448,                 1.2235,                0.87061,                 1.3121,              0.0083081,              0.0083081,              0.0083081
                    177,                 1.0766,                0.81125,                 1.1528,                 0.8397,                 0.6846,                0.78236,                0.50024,                  1.337,                0.87002,                 1.3671,              0.0082984,              0.0082984,              0.0082984
                    178,                 1.0683,                0.79673,                 1.1359,                0.77819,                0.68016,                0.75254,                0.49208,                 1.2826,                0.87087,                 1.3324,              0.0082888,              0.0082888,              0.0082888
                    179,                 1.0398,                   0.81,                 1.1385,                0.88227,                0.64818,                0.78078,                0.52376,                 1.2564,                  0.833,                 1.3208,              0.0082791,              0.0082791,              0.0082791
                    180,                 1.0656,                0.85321,                 1.1517,                0.85614,                0.70014,                0.80942,                0.54575,                 1.2737,                0.80815,                 1.3217,              0.0082694,              0.0082694,              0.0082694
                    181,                 1.0752,                0.81695,                 1.1583,                0.84869,                0.72331,                0.80022,                0.51513,                 1.3678,                0.83612,                 1.3814,              0.0082598,              0.0082598,              0.0082598
                    182,                 1.0532,                0.82042,                  1.131,                0.87048,                0.72631,                0.80293,                0.53672,                 1.2949,                 0.8717,                 1.3201,              0.0082501,              0.0082501,              0.0082501
                    183,                 1.0685,                0.83576,                  1.149,                0.87521,                0.65765,                0.76985,                0.50939,                 1.3091,                 0.8811,                 1.3437,              0.0082404,              0.0082404,              0.0082404
                    184,                 1.0445,                0.80898,                 1.1503,                0.82224,                0.68832,                0.77973,                0.51389,                 1.2908,                0.89221,                 1.3483,              0.0082308,              0.0082308,              0.0082308
                    185,                 1.0508,                0.79357,                 1.1507,                0.79243,                0.72198,                0.78032,                0.52318,                 1.3387,                0.88062,                 1.3505,              0.0082211,              0.0082211,              0.0082211
                    186,                 1.0804,                0.83836,                 1.1547,                0.89078,                0.63732,                0.76203,                0.51084,                 1.3214,                0.88497,                 1.3381,              0.0082114,              0.0082114,              0.0082114
                    187,                 1.0732,                0.81256,                 1.1447,                0.83037,                0.68535,                0.77902,                0.51361,                 1.3187,                0.86373,                 1.3449,              0.0082018,              0.0082018,              0.0082018
                    188,                 1.0716,                0.82135,                  1.142,                0.78794,                0.72486,                0.79427,                0.51807,                 1.3257,                0.81401,                 1.3434,              0.0081921,              0.0081921,              0.0081921
                    189,                 1.0754,                0.84387,                 1.1656,                0.86674,                0.67607,                0.79241,                0.53598,                 1.2584,                 0.8504,                 1.3138,              0.0081824,              0.0081824,              0.0081824
                    190,                 1.0742,                0.82331,                 1.1479,                0.89636,                0.67521,                0.79288,                0.53425,                  1.253,                0.84421,                  1.332,              0.0081728,              0.0081728,              0.0081728
                    191,                  1.065,                0.83639,                 1.1714,                0.84807,                0.65381,                0.79592,                0.54112,                 1.3027,                0.87744,                 1.3224,              0.0081631,              0.0081631,              0.0081631
                    192,                 1.0748,                0.83673,                 1.1594,                0.84656,                0.72521,                0.81264,                0.53253,                 1.2936,                0.81785,                 1.3386,              0.0081534,              0.0081534,              0.0081534
                    193,                 1.0587,                0.84189,                  1.158,                0.88605,                0.68846,                0.79087,                0.53248,                 1.2621,                0.83506,                 1.3222,              0.0081437,              0.0081437,              0.0081437
                    194,                  1.077,                0.81807,                 1.1545,                0.77176,                0.72523,                0.76146,                0.53549,                 1.2765,                0.87283,                 1.3253,              0.0081341,              0.0081341,              0.0081341
                    195,                 1.0447,                0.78395,                 1.1334,                0.92454,                0.66518,                0.80145,                0.54987,                 1.2532,                0.81291,                 1.3019,              0.0081244,              0.0081244,              0.0081244
                    196,                 1.0598,                0.80643,                 1.1535,                0.79728,                0.76329,                0.83232,                0.54345,                 1.2893,                    nan,                 1.3266,              0.0081147,              0.0081147,              0.0081147
                    197,                 1.0537,                0.80664,                 1.1429,                0.81369,                0.69302,                 0.7941,                0.53141,                 1.2602,                 0.8052,                 1.3335,              0.0081051,              0.0081051,              0.0081051
                    198,                 1.0586,                0.81691,                 1.1341,                0.90533,                0.68256,                0.81338,                0.52863,                 1.3352,                0.80994,                 1.3444,              0.0080954,              0.0080954,              0.0080954
                    199,                 1.0484,                0.80595,                 1.1396,                0.91495,                0.66567,                0.78847,                0.51823,                 1.3095,                0.84548,                 1.3495,              0.0080857,              0.0080857,              0.0080857
                    200,                 1.0305,                0.79805,                 1.1281,                0.86932,                0.68162,                0.79665,                0.51577,                 1.3079,                0.87018,                 1.3402,              0.0080761,              0.0080761,              0.0080761
                    201,                 1.0478,                0.79257,                 1.1392,                0.83442,                0.76181,                0.81441,                0.55328,                 1.2585,                0.80924,                   1.31,              0.0080664,              0.0080664,              0.0080664
                    202,                 1.0727,                0.80603,                  1.142,                0.92159,                0.69612,                0.80154,                0.54462,                 1.2745,                0.80465,                 1.3171,              0.0080567,              0.0080567,              0.0080567
                    203,                 1.0399,                0.83746,                 1.1485,                0.84171,                0.68827,                0.78328,                0.52777,                  1.311,                0.86801,                 1.3305,              0.0080471,              0.0080471,              0.0080471
                    204,                  1.056,                0.80357,                 1.1444,                0.87148,                0.67057,                  0.797,                0.53978,                 1.2529,                0.85331,                 1.3212,              0.0080374,              0.0080374,              0.0080374
                    205,                 1.0211,                0.77023,                 1.1194,                 0.9094,                0.71535,                0.80923,                0.55086,                 1.2335,                 0.7681,                 1.2961,              0.0080277,              0.0080277,              0.0080277
                    206,                 1.0248,                0.81023,                 1.1227,                0.90156,                0.69907,                0.81912,                0.56102,                 1.1743,                0.78855,                 1.2846,              0.0080181,              0.0080181,              0.0080181
                    207,                 1.0175,                0.77018,                 1.1226,                0.91783,                0.69501,                0.79735,                0.53271,                 1.2858,                0.81296,                 1.3413,              0.0080084,              0.0080084,              0.0080084
                    208,                 1.0455,                0.77254,                 1.1388,                0.92542,                0.67977,                0.80418,                0.53335,                 1.2281,                0.79581,                 1.3198,              0.0079987,              0.0079987,              0.0079987
                    209,                  1.057,                0.80362,                 1.1489,                0.83438,                0.68481,                0.79468,                0.54262,                 1.2786,                0.78914,                 1.3169,              0.0079891,              0.0079891,              0.0079891
                    210,                 1.0383,                0.82971,                 1.1321,                0.91662,                 0.6774,                0.80441,                0.55547,                 1.2499,                0.80621,                 1.3142,              0.0079794,              0.0079794,              0.0079794
                    211,                 1.0342,                0.76909,                  1.123,                0.92553,                0.68439,                0.80044,                0.53583,                  1.264,                0.88575,                 1.3326,              0.0079697,              0.0079697,              0.0079697
                    212,                 1.0466,                0.76854,                 1.1329,                0.88268,                0.69368,                 0.7779,                0.52235,                 1.2406,                0.92325,                 1.3094,              0.0079601,              0.0079601,              0.0079601
                    213,                 1.0714,                0.78463,                 1.1475,                0.84428,                0.69504,                0.77788,                0.52055,                 1.2874,                0.86626,                 1.3323,              0.0079504,              0.0079504,              0.0079504
                    214,                 1.0399,                0.78128,                 1.1244,                0.87456,                0.70859,                0.81093,                0.53466,                 1.2364,                0.78299,                 1.3144,              0.0079407,              0.0079407,              0.0079407
                    215,                 1.0473,                0.78397,                 1.1334,                0.86568,                0.70844,                0.77908,                0.52269,                 1.2281,                0.86336,                 1.3079,              0.0079311,              0.0079311,              0.0079311
                    216,                 1.0658,                0.80968,                 1.1603,                0.81792,                0.74471,                0.78702,                0.52731,                 1.2007,                0.83963,                 1.3087,              0.0079214,              0.0079214,              0.0079214
                    217,                 1.0738,                0.80161,                 1.1477,                0.85729,                0.71246,                0.78251,                0.53442,                 1.1709,                0.81724,                 1.2797,              0.0079117,              0.0079117,              0.0079117
                    218,                  1.044,                0.79899,                 1.1462,                0.82415,                0.72138,                0.80995,                0.54361,                 1.2385,                0.81201,                 1.3315,              0.0079021,              0.0079021,              0.0079021
                    219,                 1.0205,                0.77436,                 1.1333,                 0.8952,                0.67756,                0.80109,                0.55491,                 1.2539,                0.80476,                 1.3264,              0.0078924,              0.0078924,              0.0078924
                    220,                 1.0261,                0.75447,                  1.124,                0.90245,                0.65065,                0.78602,                0.52004,                 1.2964,                 0.9023,                 1.3473,              0.0078827,              0.0078827,              0.0078827
                    221,                  1.034,                0.81299,                 1.1345,                0.83123,                0.72335,                0.81976,                0.55182,                 1.2438,                0.80138,                 1.3107,               0.007873,               0.007873,               0.007873
                    222,                 1.0369,                0.80388,                 1.1349,                0.80041,                0.71304,                0.81016,                0.54788,                 1.2639,                0.82432,                 1.3191,              0.0078634,              0.0078634,              0.0078634
                    223,                 1.0053,                0.75289,                 1.1035,                0.82261,                0.71353,                0.80136,                0.54482,                 1.2063,                0.76707,                 1.3104,              0.0078537,              0.0078537,              0.0078537
                    224,                 1.0308,                0.76941,                 1.1332,                0.83197,                0.71758,                0.78418,                0.53948,                 1.2265,                0.83518,                 1.3049,               0.007844,               0.007844,               0.007844
                    225,                  1.016,                0.74742,                  1.129,                0.90208,                0.63886,                0.75362,                 0.5043,                 1.2974,                 0.8509,                 1.3211,              0.0078344,              0.0078344,              0.0078344
                    226,                  1.044,                0.78657,                 1.1477,                0.88756,                0.68827,                0.79334,                0.54729,                 1.2453,                0.83949,                 1.3127,              0.0078247,              0.0078247,              0.0078247
                    227,                  1.021,                0.78078,                  1.132,                0.85291,                0.72728,                0.80587,                0.55727,                 1.1425,                0.79259,                 1.2997,               0.007815,               0.007815,               0.007815
                    228,                 1.0384,                0.80586,                 1.1366,                0.85347,                0.70084,                0.81295,                0.55365,                 1.1737,                0.79879,                 1.2853,              0.0078054,              0.0078054,              0.0078054
                    229,                 1.0032,                0.78718,                 1.1079,                0.81179,                 0.7517,                0.80776,                0.56519,                 1.2329,                0.81145,                 1.2877,              0.0077957,              0.0077957,              0.0077957
                    230,                 1.0055,                0.77404,                 1.1048,                0.85062,                0.68015,                 0.7894,                0.54075,                 1.2604,                0.83642,                 1.3279,               0.007786,               0.007786,               0.007786
                    231,                 1.0259,                0.78218,                 1.1405,                0.83946,                0.67288,                 0.7863,                0.53564,                 1.2574,                0.86011,                 1.3252,              0.0077764,              0.0077764,              0.0077764
                    232,                 1.0274,                0.77372,                  1.133,                0.82009,                0.72733,                0.80586,                0.55795,                 1.2153,                0.77162,                 1.3016,              0.0077667,              0.0077667,              0.0077667
                    233,                 0.9996,                0.76727,                 1.1157,                0.78514,                0.76144,                0.81182,                0.55284,                 1.2469,                0.77199,                 1.3313,               0.007757,               0.007757,               0.007757
                    234,                 1.0085,                0.75327,                 1.1191,                0.86834,                0.68975,                0.78057,                0.51567,                 1.2867,                 0.8314,                 1.3329,              0.0077474,              0.0077474,              0.0077474
                    235,                 1.0012,                0.75972,                 1.1154,                0.82886,                0.70189,                0.80136,                 0.5328,                 1.2789,                0.80903,                 1.3575,              0.0077377,              0.0077377,              0.0077377
                    236,                 1.0325,                0.75239,                 1.1289,                0.79943,                0.73609,                0.81039,                0.55077,                 1.2737,                0.79685,                 1.3435,               0.007728,               0.007728,               0.007728
                    237,                 1.0311,                0.77682,                 1.1182,                0.87999,                0.67713,                 0.8009,                0.54145,                  1.302,                0.81888,                 1.3281,              0.0077184,              0.0077184,              0.0077184
                    238,                0.99479,                0.73841,                   1.11,                0.87306,                0.66935,                0.79538,                0.55178,                  1.244,                0.76171,                 1.3139,              0.0077087,              0.0077087,              0.0077087
                    239,                 1.0193,                0.79504,                 1.1252,                0.81412,                0.71371,                0.78469,                 0.5493,                 1.2069,                0.76268,                 1.3003,               0.007699,               0.007699,               0.007699
                    240,                0.99994,                0.74578,                 1.1118,                 0.8355,                 0.6966,                  0.799,                0.54838,                 1.2609,                0.79288,                 1.3065,              0.0076894,              0.0076894,              0.0076894
                    241,                 1.0006,                0.74746,                 1.1107,                0.80592,                0.75398,                0.79792,                0.51825,                    nan,                    nan,                    nan,              0.0076797,              0.0076797,              0.0076797
                    242,                 1.0214,                0.75214,                  1.123,                0.79835,                0.71681,                0.78251,                0.53806,                 1.2544,                0.80706,                 1.3321,                0.00767,                0.00767,                0.00767
                    243,                 1.0281,                0.76758,                  1.109,                0.77631,                0.70142,                0.77811,                0.53004,                 1.2151,                0.78141,                 1.3136,              0.0076604,              0.0076604,              0.0076604
                    244,                 1.0058,                0.75192,                 1.1282,                0.86092,                0.69624,                0.79976,                0.55384,                 1.2413,                0.74311,                 1.3159,              0.0076507,              0.0076507,              0.0076507
                    245,                  1.027,                0.79896,                 1.1212,                 0.8202,                0.73476,                0.79828,                0.53934,                  1.246,                0.81409,                 1.3241,               0.007641,               0.007641,               0.007641
                    246,                0.99927,                0.77856,                 1.1183,                0.76803,                0.76392,                0.81788,                0.55137,                 1.2866,                0.75848,                 1.3486,              0.0076313,              0.0076313,              0.0076313
                    247,                0.99689,                0.74515,                 1.1066,                 0.8706,                0.69753,                0.79924,                0.51101,                 1.3271,                0.80857,                 1.3733,              0.0076217,              0.0076217,              0.0076217
                    248,                  1.012,                0.75627,                 1.1164,                0.86136,                0.68871,                0.77712,                 0.5187,                 1.2612,                0.78117,                  1.327,               0.007612,               0.007612,               0.007612
                    249,                 1.0118,                 0.7691,                 1.1229,                0.85073,                0.69568,                0.77916,                0.53255,                 1.2795,                0.83015,                 1.3274,              0.0076023,              0.0076023,              0.0076023
                    250,                0.97848,                0.74891,                 1.1052,                0.92858,                0.68908,                0.78822,                0.55452,                 1.2511,                 0.7852,                  1.308,              0.0075927,              0.0075927,              0.0075927
                    251,                 1.0055,                0.74807,                 1.0999,                0.84825,                0.69978,                0.77198,                0.52597,                 1.2334,                 0.8317,                  1.289,               0.007583,               0.007583,               0.007583
                    252,                0.99024,                0.73638,                 1.0943,                0.85215,                0.71176,                0.79037,                0.52891,                 1.2912,                0.81007,                 1.3198,              0.0075733,              0.0075733,              0.0075733
                    253,                 0.9985,                0.72692,                 1.1011,                 0.8462,                0.69776,                0.81776,                0.54368,                  1.236,                0.77329,                 1.2986,              0.0075637,              0.0075637,              0.0075637
                    254,                0.97265,                0.72897,                 1.0915,                0.91604,                0.66539,                0.80696,                0.54659,                 1.2483,                 0.7748,                 1.3014,               0.007554,               0.007554,               0.007554
                    255,                0.99889,                 0.7452,                 1.1032,                0.90334,                0.68929,                0.80404,                 0.5491,                 1.2291,                 0.8199,                 1.3051,              0.0075443,              0.0075443,              0.0075443
                    256,                 1.0175,                0.73783,                 1.1139,                0.88846,                0.71581,                0.81803,                 0.5631,                 1.2391,                0.72028,                 1.3142,              0.0075347,              0.0075347,              0.0075347
                    257,                 1.0002,                0.77073,                 1.1247,                0.87783,                0.71623,                0.80855,                0.55921,                 1.2388,                0.74147,                 1.3144,               0.007525,               0.007525,               0.007525
                    258,                0.99069,                0.74718,                 1.1136,                 0.9283,                0.67574,                0.81099,                0.55096,                 1.2509,                0.76199,                 1.3162,              0.0075153,              0.0075153,              0.0075153
                    259,                0.99505,                 0.7538,                 1.1167,                0.79478,                0.73714,                0.79393,                 0.5242,                 1.3295,                0.76553,                 1.3884,              0.0075057,              0.0075057,              0.0075057
                    260,                 1.0136,                0.76446,                 1.1202,                 0.8708,                0.70971,                0.79852,                0.53789,                 1.2166,                0.73477,                  1.312,               0.007496,               0.007496,               0.007496
                    261,                0.97555,                 0.7338,                 1.1012,                0.88975,                 0.6657,                0.78783,                0.54136,                 1.2406,                0.78996,                 1.3155,              0.0074863,              0.0074863,              0.0074863
                    262,                  1.008,                0.77256,                 1.1149,                0.85444,                 0.7263,                0.82181,                 0.5409,                 1.2705,                0.76051,                 1.3432,              0.0074767,              0.0074767,              0.0074767
                    263,                0.99524,                0.75834,                 1.1188,                  0.835,                0.69602,                0.80828,                0.54762,                  1.199,                0.73593,                 1.3044,               0.007467,               0.007467,               0.007467
                    264,                  0.975,                0.73204,                 1.0885,                0.88897,                0.71235,                0.79831,                0.56228,                 1.1937,                0.73221,                  1.275,              0.0074573,              0.0074573,              0.0074573
                    265,                0.98692,                0.74647,                  1.108,                0.92636,                0.71909,                0.79082,                0.54849,                 1.2393,                0.78666,                 1.2965,              0.0074477,              0.0074477,              0.0074477
                    266,                0.97043,                0.71046,                 1.0907,                0.86639,                0.70039,                0.77689,                0.53802,                 1.2433,                0.78288,                 1.3156,               0.007438,               0.007438,               0.007438
                    267,                0.97958,                 0.7442,                 1.1063,                  0.836,                0.74641,                0.83204,                0.56773,                 1.2649,                0.77556,                 1.3159,              0.0074283,              0.0074283,              0.0074283
                    268,                0.99511,                0.72611,                 1.1043,                0.89834,                0.73797,                0.84514,                0.57713,                 1.2357,                0.72273,                 1.3037,              0.0074187,              0.0074187,              0.0074187
                    269,                0.98341,                0.74846,                  1.097,                 0.8734,                0.69437,                0.80405,                0.55383,                 1.2224,                0.77422,                  1.289,               0.007409,               0.007409,               0.007409
                    270,                0.97979,                0.74698,                 1.0997,                0.85575,                0.66668,                0.77966,                0.51879,                 1.2323,                0.81014,                 1.3171,              0.0073993,              0.0073993,              0.0073993
                    271,                0.98418,                0.72751,                 1.0971,                0.83161,                0.68751,                0.79175,                0.54057,                 1.1511,                0.76063,                 1.2633,              0.0073896,              0.0073896,              0.0073896
                    272,                0.99916,                0.76531,                 1.1158,                0.89417,                0.69993,                0.81369,                0.56338,                 1.2122,                 0.7531,                 1.2868,                0.00738,                0.00738,                0.00738
                    273,                0.98791,                 0.7356,                 1.0947,                0.91618,                0.67757,                0.80139,                0.54017,                 1.2978,                 0.7819,                 1.3192,              0.0073703,              0.0073703,              0.0073703
                    274,                0.96776,                0.70019,                 1.0874,                 0.9215,                0.69095,                0.80449,                0.55132,                 1.2741,                0.79181,                 1.3135,              0.0073606,              0.0073606,              0.0073606
                    275,                0.96537,                0.74086,                 1.0999,                0.83401,                 0.6955,                0.78971,                0.54224,                 1.2955,                0.79377,                 1.3404,               0.007351,               0.007351,               0.007351
                    276,                0.95164,                0.73315,                 1.1003,                0.87332,                0.68823,                0.82368,                0.56772,                 1.2444,                0.75191,                 1.3029,              0.0073413,              0.0073413,              0.0073413
                    277,                0.97466,                0.73288,                 1.0961,                0.87074,                0.73983,                0.83714,                0.57252,                 1.2546,                0.79039,                 1.3033,              0.0073316,              0.0073316,              0.0073316
                    278,                0.94953,                0.71106,                 1.0757,                0.90161,                0.72375,                0.80606,                0.54553,                 1.2503,                0.76545,                 1.3039,               0.007322,               0.007322,               0.007322
                    279,                0.95711,                0.72778,                 1.0871,                0.85632,                0.73962,                0.81058,                0.55097,                 1.2335,                0.74442,                 1.3064,              0.0073123,              0.0073123,              0.0073123
                    280,                0.99181,                0.76599,                 1.0979,                0.89566,                0.69107,                0.79412,                0.54373,                  1.225,                0.81489,                 1.2966,              0.0073026,              0.0073026,              0.0073026
                    281,                0.97456,                0.74613,                 1.1074,                0.84081,                0.73129,                0.81886,                0.55807,                 1.2536,                0.72635,                 1.3171,               0.007293,               0.007293,               0.007293
                    282,                0.97923,                0.72501,                 1.1062,                0.88138,                0.68075,                0.81378,                0.56348,                 1.2301,                0.75453,                 1.2951,              0.0072833,              0.0072833,              0.0072833
                    283,                0.98039,                0.75695,                 1.1162,                0.83084,                0.75717,                0.82187,                0.56941,                 1.2065,                0.76091,                 1.2791,              0.0072736,              0.0072736,              0.0072736
                    284,                0.98224,                0.72543,                 1.0932,                0.84763,                0.71376,                0.79174,                0.51555,                 1.1946,                0.79973,                 1.3149,               0.007264,               0.007264,               0.007264
                    285,                0.95567,                0.70739,                 1.0951,                0.84441,                0.71832,                0.80572,                0.54125,                 1.1746,                0.77749,                 1.2834,              0.0072543,              0.0072543,              0.0072543
                    286,                0.94446,                0.69613,                 1.0882,                 0.8856,                0.68167,                0.79722,                0.54808,                 1.1935,                0.76302,                 1.2709,              0.0072446,              0.0072446,              0.0072446
                    287,                0.96385,                0.74053,                 1.0879,                0.85444,                0.71368,                0.80511,                0.55292,                 1.2201,                0.77768,                  1.303,               0.007235,               0.007235,               0.007235
                    288,                0.95798,                 0.7038,                 1.0865,                0.86424,                0.70339,                0.80926,                0.56463,                 1.1977,                0.76621,                 1.2925,              0.0072253,              0.0072253,              0.0072253
                    289,                0.96096,                0.71011,                 1.0839,                0.82869,                0.69843,                0.80707,                0.55265,                 1.2109,                0.72974,                 1.3086,              0.0072156,              0.0072156,              0.0072156
                    290,                0.97693,                0.73294,                 1.0937,                0.82373,                0.74092,                0.84029,                0.56859,                 1.2508,                0.71651,                 1.3093,               0.007206,               0.007206,               0.007206
                    291,                0.94907,                0.68285,                 1.0783,                0.88997,                0.68649,                0.81895,                0.55632,                  1.219,                0.72429,                 1.2942,              0.0071963,              0.0071963,              0.0071963
                    292,                0.94619,                0.70943,                 1.0786,                0.86418,                0.67859,                0.81905,                0.56101,                  1.232,                0.76006,                 1.2823,              0.0071866,              0.0071866,              0.0071866
                    293,                0.98846,                0.71679,                  1.098,                0.86485,                 0.6383,                0.80332,                0.55414,                 1.2158,                0.75324,                 1.2913,               0.007177,               0.007177,               0.007177
                    294,                0.99949,                0.73464,                 1.1117,                0.83507,                0.72506,                0.81224,                0.55882,                 1.2048,                0.72145,                 1.2871,              0.0071673,              0.0071673,              0.0071673
                    295,                0.95839,                0.73371,                 1.1078,                0.85481,                0.70537,                0.80729,                0.54889,                 1.2007,                0.73815,                 1.3058,              0.0071576,              0.0071576,              0.0071576
                    296,                0.96612,                0.72587,                 1.0942,                0.82109,                0.75984,                0.80762,                0.54755,                 1.2166,                0.75083,                 1.3133,              0.0071479,              0.0071479,              0.0071479
                    297,                0.95231,                0.71874,                 1.0935,                0.82369,                0.71307,                0.80045,                0.54182,                 1.2022,                0.77545,                 1.2819,              0.0071383,              0.0071383,              0.0071383
                    298,                0.96926,                0.73468,                 1.0903,                0.85645,                  0.721,                0.81474,                0.56069,                 1.1734,                0.70379,                 1.2786,              0.0071286,              0.0071286,              0.0071286
                    299,                0.98509,                 0.7112,                 1.0959,                0.85097,                 0.7326,                0.81146,                 0.5611,                 1.1688,                 0.7248,                 1.2748,              0.0071189,              0.0071189,              0.0071189
                    300,                0.96444,                0.71079,                 1.0994,                0.83208,                0.76976,                0.82265,                0.56307,                 1.1528,                0.68752,                 1.2587,              0.0071093,              0.0071093,              0.0071093
                    301,                0.93307,                0.69677,                 1.0785,                 0.9093,                0.72374,                 0.8315,                0.55516,                 1.2255,                0.72983,                 1.3018,              0.0070996,              0.0070996,              0.0070996
